"Category","people","id","opportunity.x","percentile.x","cutoff.x","accessibility.x","opportunity.y","percentile.y","cutoff.y","accessibility.y","geometry","change"
"Population",500,"2312",NA,50,45,35944.8228039141,NA,50,45,39037.8084818816,c(-122.815781657672, 49.2004018714247),3092.9856779675
"Population",500,"2313",NA,50,45,204649.744469303,NA,50,45,220294.273546481,c(-123.124822308292, 49.2901041697762),15644.529077178
"Population",500,"2314",NA,50,45,20333.8799280824,NA,50,45,22449.9367859716,c(-122.753841032269, 49.2962370173),2116.0568578892
"Population",500,"2315",NA,50,45,111358.113734053,NA,50,45,127682.339707112,c(-122.930429559648, 49.2506234203178),16324.225973059
"Population",500,"2316",NA,50,45,59241.4832184566,NA,50,45,71993.3670111606,c(-123.234608155956, 49.2471164367158),12751.883792704
"Population",500,"2317",NA,50,45,2908.7507215353,NA,50,45,2930.56822743122,c(-122.454968630516, 49.0579147391101),21.81750589592
"Population",500,"2318",NA,50,45,68284.4485507215,NA,50,45,76385.0766450798,c(-122.845143787437, 49.166196924689),8100.6280943583
"Population",500,"2319",NA,50,45,4610.42941310584,NA,50,45,4644.8586518916,c(-123.083994958424, 49.0138502580813),34.4292387857604
"Population",500,"2320",NA,50,45,72145.0424392063,NA,50,45,81040.0949789501,c(-122.861043312723, 49.1893955207373),8895.0525397438
"Population",500,"2321",NA,50,45,152445.275995903,NA,50,45,205139.601273556,c(-122.982563631468, 49.2681812443948),52694.325277653
"Population",500,"2322",NA,50,45,21865.3172950591,NA,50,45,22099.8827901262,c(-122.884889631636, 49.1260240232893),234.565495067101
"Population",500,"2323",NA,50,45,0,NA,50,45,0,c(-122.410091041947, 49.0503589753351),0
"Population",500,"2324",NA,50,45,29406.4808500391,NA,50,45,29763.0247791058,c(-122.691882015606, 49.2273644950673),356.543929066698
"Population",500,"2325",NA,50,45,172232.834757242,NA,50,45,192681.251127787,c(-123.004185697557, 49.2342036976887),20448.416370545
"Population",500,"2326",NA,50,45,77191.6052974326,NA,50,45,90035.6060159488,c(-122.911044766508, 49.258673487125),12844.0007185162
"Population",500,"2327",NA,50,45,194367.546909974,NA,50,45,254279.303810118,c(-123.135662162267, 49.2632248296003),59911.756900144
"Population",500,"2328",NA,50,45,51167.8752432439,NA,50,45,53698.1180054752,c(-123.115857650119, 49.1672189194436),2530.2427622313
"Population",500,"2329",NA,50,45,207566.330390743,NA,50,45,230579.511993776,c(-123.110920503939, 49.2472431015061),23013.181603033
"Population",500,"2330",NA,50,45,180663.174196329,NA,50,45,245656.161928835,c(-123.152237848088, 49.265231344029),64992.987732506
"Population",500,"2331",NA,50,45,1399.98261711882,NA,50,45,1399.98261711882,c(-122.322178935205, 49.1409403840677),0
"Population",500,"2332",NA,50,45,45251.1815184609,NA,50,45,48467.5903977016,c(-122.809031358353, 49.1848954351695),3216.4088792407
"Population",500,"2333",NA,50,45,225674.082980249,NA,50,45,237433.04631634,c(-123.115341020627, 49.274401135072),11758.963336091
"Population",500,"2334",NA,50,45,32900.954012991,NA,50,45,43385.5490690044,c(-122.913950899781, 49.1675876209056),10484.5950560134
"Population",500,"2335",NA,50,45,122666.394529051,NA,50,45,138884.952023915,c(-123.151844713023, 49.2441271425382),16218.557494864
"Population",500,"2336",NA,50,45,23029.2196198026,NA,50,45,23693.3209720416,c(-123.191481464876, 49.1691645882279),664.101352239002
"Population",500,"2337",NA,50,45,8266.50167447736,NA,50,45,8266.53667635136,c(-122.571096123046, 49.2169819337034),0.0350018739991356
"Population",500,"2338",NA,50,45,42969.4294419232,NA,50,45,52703.5547694494,c(-122.784121468995, 49.1636592037006),9734.1253275262
"Population",500,"2339",NA,50,45,121735.28811387,NA,50,45,132821.426784439,c(-123.162609853153, 49.2534014396725),11086.138670569
"Population",500,"2340",NA,50,45,16947.5865326707,NA,50,45,17008.7554026683,c(-122.808955825059, 49.0430222928958),61.1688699976003
"Population",500,"2341",NA,50,45,103135.97818972,NA,50,45,109062.341212313,c(-123.159290144252, 49.328743587646),5926.363022593
"Population",500,"2342",NA,50,45,242032.341822076,NA,50,45,259226.202609963,c(-123.125167009011, 49.2762389945672),17193.860787887
"Population",500,"2343",NA,50,45,442.158902019272,NA,50,45,442.158902019272,c(-122.223865316522, 49.0410359038595),0
"Population",500,"2344",NA,50,45,76505.4008403257,NA,50,45,79173.7604583594,c(-123.049649160908, 49.2066205418566),2668.35961803369
"Population",500,"2345",NA,50,45,26632.2628938844,NA,50,45,36395.0450926787,c(-122.701282439482, 49.1317884294815),9762.7821987943
"Population",500,"2346",NA,50,45,10335.2285308087,NA,50,45,10546.1390176841,c(-123.083452782954, 49.0808821425696),210.9104868754
"Population",500,"2347",NA,50,45,4274.43481591573,NA,50,45,4274.43481591573,c(-122.316569194264, 49.0583297106095),0
"Population",500,"2348",NA,50,45,6984.55015337917,NA,50,45,7793.11693284689,c(-122.765639103431, 49.1870003495668),808.56677946772
"Population",500,"2349",NA,50,45,147693.784272815,NA,50,45,157826.799994737,c(-123.041243278338, 49.2194889637252),10133.015721922
"Population",500,"2350",NA,50,45,0,NA,50,45,0,c(-122.245947606647, 49.0451368277344),0
"Population",500,"2351",NA,50,45,31875.8930618419,NA,50,45,33094.927853764,c(-123.163776618769, 49.1549760472289),1219.0347919221
"Population",500,"2352",NA,50,45,20636.2178245533,NA,50,45,24354.1608438151,c(-122.81448196495, 49.1286274479864),3717.9430192618
"Population",500,"2353",NA,50,45,49441.2641245637,NA,50,45,56623.9828099822,c(-122.832755376994, 49.1393441085703),7182.7186854185
"Population",500,"2354",NA,50,45,11913.2788203957,NA,50,45,12903.2306264015,c(-122.759893155853, 49.19604007629),989.9518060058
"Population",500,"2355",NA,50,45,181516.806149629,NA,50,45,191065.974034119,c(-123.069784389927, 49.2334711125377),9549.16788448999
"Population",500,"2356",NA,50,45,201563.77233946,NA,50,45,213431.89134194,c(-123.128598506174, 49.2844224438897),11868.11900248
"Population",500,"2357",NA,50,45,46894.5410430777,NA,50,45,51638.5688544436,c(-122.903982262407, 49.2456912838706),4744.0278113659
"Population",500,"2358",NA,50,45,38997.7781969966,NA,50,45,60672.7717758291,c(-122.681788004462, 49.1150843576756),21674.9935788325
"Population",500,"2359",NA,50,45,175931.946718767,NA,50,45,182803.501872296,c(-123.092836916352, 49.2259246776523),6871.55515352901
"Population",500,"2360",NA,50,45,66745.7658134316,NA,50,45,75604.7113581249,c(-122.873644803503, 49.2658617630215),8858.9455446933
"Population",500,"2361",NA,50,45,145394.8622442,NA,50,45,185940.697998028,c(-123.018346619468, 49.2681115082651),40545.835753828
"Population",500,"2362",NA,50,45,112345.236920046,NA,50,45,122221.245291337,c(-123.145176849601, 49.2786318654142),9876.00837129101
"Population",500,"2363",NA,50,45,173045.656079913,NA,50,45,194567.294123672,c(-122.993869782398, 49.2248455554075),21521.638043759
"Population",500,"2364",NA,50,45,200385.152270467,NA,50,45,208125.647973308,c(-123.102216757998, 49.2310229512281),7740.495702841
"Population",500,"2365",NA,50,45,182094.482943722,NA,50,45,191102.082073725,c(-123.070346245983, 49.2500013147041),9007.59913000301
"Population",500,"2366",NA,50,45,18955.8228792837,NA,50,45,20542.7346977192,c(-122.639195952065, 49.1263388944477),1586.9118184355
"Population",500,"2367",NA,50,45,21874.7193710474,NA,50,45,22925.3133960962,c(-122.780449689642, 49.2815383484479),1050.5940250488
"Population",500,"2368",NA,50,45,2291.06183448552,NA,50,45,2342.65094894985,c(-122.748742216963, 49.3030794649379),51.5891144643297
"Population",500,"2369",NA,50,45,66483.234282742,NA,50,45,81160.7203738983,c(-123.230368609549, 49.246363869441),14677.4860911563
"Population",500,"2370",NA,50,45,106827.812114526,NA,50,45,114530.179028481,c(-122.92401446381, 49.2039493288013),7702.366913955
"Population",500,"2371",NA,50,45,215643.70773644,NA,50,45,230329.091968272,c(-123.130784061751, 49.2757398676071),14685.384231832
"Population",500,"2372",NA,50,45,1258.28490832553,NA,50,45,1258.28490832553,c(-122.653420903607, 49.190568703477),0
"Population",500,"2373",NA,50,45,14850.6954908073,NA,50,45,15186.7967173041,c(-123.095774140491, 49.1462252486809),336.101226496799
"Population",500,"2374",NA,50,45,20568.0620857856,NA,50,45,21031.3400408337,c(-122.80519833522, 49.1213633584908),463.277955048099
"Population",500,"2375",NA,50,45,121594.800488479,NA,50,45,131570.693168126,c(-123.12385611813, 49.2178286500953),9975.89267964699
"Population",500,"2376",NA,50,45,124190.437009403,NA,50,45,143295.750395772,c(-122.889565365791, 49.2487977986236),19105.313386369
"Population",500,"2377",NA,50,45,44039.3102346555,NA,50,45,83132.7026458722,c(-123.248302012222, 49.2582509121178),39093.3924112167
"Population",500,"2378",NA,50,45,156628.746265902,NA,50,45,186484.145188969,c(-123.0350262062, 49.2540225193055),29855.398923067
"Population",500,"2379",NA,50,45,252641.209287126,NA,50,45,269330.803545726,c(-123.073343200807, 49.2638612870321),16689.5942586
"Population",500,"2380",NA,50,45,190318.849520588,NA,50,45,200850.025947425,c(-123.093862328415, 49.276052326365),10531.176426837
"Population",500,"2381",NA,50,45,21003.926648049,NA,50,45,21695.6512634011,c(-122.793355108893, 49.2628771701075),691.724615352101
"Population",500,"2382",NA,50,45,19977.633840567,NA,50,45,20055.6672459854,c(-122.806408363352, 49.0305024356987),78.0334054184023
"Population",500,"2383",NA,50,45,100647.932123454,NA,50,45,107052.54215085,c(-123.034917480846, 49.3065644873844),6404.610027396
"Population",500,"2384",NA,50,45,23788.3964066858,NA,50,45,24966.0815055216,c(-122.825669382013, 49.2474119900501),1177.6850988358
"Population",500,"2385",NA,50,45,60403.1482083176,NA,50,45,63854.6108188741,c(-123.195855809234, 49.2296041009595),3451.4626105565
"Population",500,"2386",NA,50,45,116869.642898006,NA,50,45,131721.484239596,c(-123.02630486144, 49.2269650174689),14851.84134159
"Population",500,"2387",NA,50,45,190549.784462946,NA,50,45,200013.585650391,c(-123.041851846236, 49.2365906093069),9463.801187445
"Population",500,"2388",NA,50,45,20520.8939652417,NA,50,45,21270.434475423,c(-122.836501167155, 49.2386205665404),749.540510181301
"Population",500,"2389",NA,50,45,43063.4134649278,NA,50,45,51049.7778686075,c(-122.85318578288, 49.2084617659252),7986.3644036797
"Population",500,"2390",NA,50,45,4958.69445453947,NA,50,45,5209.32017583413,c(-122.832844758996, 49.3108389263571),250.62572129466
"Population",500,"2391",NA,50,45,147567.594759904,NA,50,45,198426.21757673,c(-123.083698993347, 49.2785301411197),50858.622816826
"Population",500,"2392",NA,50,45,29806.4188696796,NA,50,45,33040.7212240858,c(-122.672483325896, 49.1277906041666),3234.3023544062
"Population",500,"2393",NA,50,45,59627.9442331465,NA,50,45,63441.0399984182,c(-122.836883361178, 49.2306686641912),3813.0957652717
"Population",500,"2394",NA,50,45,27248.5029385355,NA,50,45,28896.1369327926,c(-122.744706619074, 49.1183047337192),1647.6339942571
"Population",500,"2395",NA,50,45,20995.5411433046,NA,50,45,31503.5865195059,c(-122.787104622265, 49.1492652345247),10508.0453762013
"Population",500,"2396",NA,50,45,74481.7688400931,NA,50,45,88520.5629984908,c(-122.858919629908, 49.1912930717377),14038.7941583977
"Population",500,"2397",NA,50,45,167829.227956447,NA,50,45,189951.19027872,c(-123.035849407156, 49.2463658557202),22121.962322273
"Population",500,"2398",NA,50,45,227723.319905932,NA,50,45,244716.616193835,c(-123.121045383895, 49.2774408450805),16993.296287903
"Population",500,"2399",NA,50,45,66277.7213169355,NA,50,45,82837.5948228877,c(-122.835398704074, 49.1862682092557),16559.8735059522
"Population",500,"2400",NA,50,45,133169.999246187,NA,50,45,199814.398965081,c(-123.049809444197, 49.28019622132),66644.399718894
"Population",500,"2401",NA,50,45,20275.3422966457,NA,50,45,20283.5100732822,c(-122.646555759963, 49.2225606361903),8.16777663649918
"Population",500,"2402",NA,50,45,76965.2706976082,NA,50,45,78850.9414787311,c(-123.119545654442, 49.3299071834778),1885.6707811229
"Population",500,"2403",NA,50,45,51402.7033584094,NA,50,45,55503.6323373648,c(-122.80758482796, 49.1855058417149),4100.92897895539
"Population",500,"2404",NA,50,45,186606.708017107,NA,50,45,203078.722629952,c(-123.025019147353, 49.2343579364103),16472.014612845
"Population",500,"2405",NA,50,45,185100.403475482,NA,50,45,201314.00848934,c(-123.006271882944, 49.2316479485982),16213.605013858
"Population",500,"2406",NA,50,45,232220.651193879,NA,50,45,253470.650578198,c(-123.102932279412, 49.2717129972902),21249.999384319
"Population",500,"2407",NA,50,45,21136.5055423332,NA,50,45,21195.3035171625,c(-122.794579876492, 49.0448774050008),58.7979748293001
"Population",500,"2408",NA,50,45,38373.2129393442,NA,50,45,39055.0251472688,c(-123.044146610954, 49.3360467262631),681.812207924602
"Population",500,"2409",NA,50,45,154749.025787186,NA,50,45,181115.062384017,c(-123.036387404942, 49.2548562905601),26366.036596831
"Population",500,"2410",NA,50,45,5596.93485427514,NA,50,45,5596.93485427514,c(-122.321268559129, 49.041758675125),0
"Population",500,"2411",NA,50,45,153226.385187795,NA,50,45,170864.248944752,c(-122.993251581075, 49.2299189707641),17637.863756957
"Population",500,"2412",NA,50,45,0,NA,50,45,0,c(-122.703845567969, 49.2572865504948),0
"Population",500,"2413",NA,50,45,55495.8189462903,NA,50,45,62566.2671919677,c(-122.812372382978, 49.19565306691),7070.4482456774
"Population",500,"2414",NA,50,45,0,NA,50,45,0,c(-122.218313608047, 49.0855110955767),0
"Population",500,"2415",NA,50,45,194809.762375839,NA,50,45,207904.27171525,c(-123.124392770481, 49.2479353023184),13094.509339411
"Population",500,"2416",NA,50,45,78499.8957512864,NA,50,45,91378.7997665288,c(-122.855658608919, 49.2028038821914),12878.9040152424
"Population",500,"2417",NA,50,45,211684.092259588,NA,50,45,234182.555109225,c(-123.009223393896, 49.2320658288973),22498.462849637
"Population",500,"2418",NA,50,45,3813.74476579636,NA,50,45,3813.74476579636,c(-122.557456671932, 49.2072295425072),0
"Population",500,"2419",NA,50,45,14790.0061581561,NA,50,45,15553.94605545,c(-122.765897677071, 49.1107577278276),763.9398972939
"Population",500,"2420",NA,50,45,0,NA,50,45,0,c(-122.491486063225, 49.2169424019215),0
"Population",500,"2421",NA,50,45,196434.643289843,NA,50,45,203439.754539715,c(-123.06527187264, 49.2365505681057),7005.11124987202
"Population",500,"2422",NA,50,45,39621.0337893558,NA,50,45,43411.4457586487,c(-122.842389155214, 49.2676203476526),3790.41196929289
"Population",500,"2423",NA,50,45,150017.447470413,NA,50,45,157158.49023502,c(-123.136118619185, 49.2251742362908),7141.042764607
"Population",500,"2424",NA,50,45,174176.514467065,NA,50,45,189081.081165952,c(-123.019166759126, 49.2491043551118),14904.566698887
"Population",500,"2425",NA,50,45,85835.2286200425,NA,50,45,92378.0120053411,c(-122.973875595624, 49.2165108872003),6542.78338529859
"Population",500,"2426",NA,50,45,245887.963088263,NA,50,45,262393.592206095,c(-123.116371776598, 49.2795306402408),16505.629117832
"Population",500,"2427",NA,50,45,92106.9628276426,NA,50,45,97417.0795273363,c(-123.127752300558, 49.1703139120082),5310.11669969371
"Population",500,"2428",NA,50,45,50341.2978532852,NA,50,45,64406.0149620431,c(-122.892159490476, 49.1847273243293),14064.7171087579
"Population",500,"2429",NA,50,45,86467.6063731379,NA,50,45,91394.6579843973,c(-122.971778173942, 49.1709996815124),4927.05161125941
"Population",500,"2430",NA,50,45,169723.736049263,NA,50,45,195043.404996318,c(-123.06403304515, 49.2558170973742),25319.668947055
"Population",500,"2431",NA,50,45,192773.478555616,NA,50,45,201974.318713414,c(-123.078559973761, 49.2578745840557),9200.840157798
"Population",500,"2432",NA,50,45,51639.8510606479,NA,50,45,51880.624217777,c(-123.054821004498, 49.314613549308),240.773157129093
"Population",500,"2433",NA,50,45,30264.3262829178,NA,50,45,30890.7745557148,c(-122.977268508048, 49.174381238455),626.448272797003
"Population",500,"2434",NA,50,45,32588.0271195898,NA,50,45,32763.2704917216,c(-122.860323397837, 49.1161346538402),175.243372131801
"Population",500,"2435",NA,50,45,165641.186155661,NA,50,45,181852.915569584,c(-123.157751646579, 49.2720174626535),16211.729413923
"Population",500,"2436",NA,50,45,190704.128328585,NA,50,45,219934.219089757,c(-123.063094844372, 49.2580514145372),29230.090761172
"Population",500,"2437",NA,50,45,176337.867978155,NA,50,45,187727.987321339,c(-122.999766715107, 49.2219041622216),11390.119343184
"Population",500,"2438",NA,50,45,186065.246547836,NA,50,45,206564.037201066,c(-123.118686578412, 49.2571634061432),20498.79065323
"Population",500,"2439",NA,50,45,0,NA,50,45,0,c(-122.665658394979, 49.2383050048338),0
"Population",500,"2440",NA,50,45,0,NA,50,45,0,c(-122.577225413135, 49.0598795485124),0
"Population",500,"2441",NA,50,45,117739.47700281,NA,50,45,126262.262603535,c(-123.04705493585, 49.223033433194),8522.78560072499
"Population",500,"2442",NA,50,45,471.962372168938,NA,50,45,471.962372168938,c(-122.282826045324, 49.1426212530423),0
"Population",500,"2443",NA,50,45,225381.974808454,NA,50,45,242206.191954597,c(-123.051641590426, 49.2497573704774),16824.217146143
"Population",500,"2444",NA,50,45,96477.4324299382,NA,50,45,103007.67781823,c(-123.115761899476, 49.3347798679861),6530.24538829181
"Population",500,"2445",NA,50,45,39382.0619551188,NA,50,45,39966.476115651,c(-123.094743752816, 49.1338226773333),584.4141605322
"Population",500,"2446",NA,50,45,74035.9084262284,NA,50,45,111993.83461177,c(-122.956613427283, 49.2690042629088),37957.9261855416
"Population",500,"2447",NA,50,45,55237.3303871955,NA,50,45,63110.9398476782,c(-122.991055638489, 49.2452377679574),7873.6094604827
"Population",500,"2448",NA,50,45,25843.6240120532,NA,50,45,26762.9034595436,c(-122.671765662083, 49.144645625821),919.2794474904
"Population",500,"2449",NA,50,45,193481.500211031,NA,50,45,209678.574428265,c(-123.040732640876, 49.2486821435442),16197.074217234
"Population",500,"2450",NA,50,45,129185.026349687,NA,50,45,161522.996264109,c(-123.185540361493, 49.2582382628018),32337.969914422
"Population",500,"2451",NA,50,45,10064.2145442465,NA,50,45,10144.2514919856,c(-122.74728963058, 49.2877544666066),80.0369477390996
"Population",500,"2452",NA,50,45,258812.708078741,NA,50,45,279273.964407817,c(-123.122453402752, 49.2745292589585),20461.256329076
"Population",500,"2453",NA,50,45,14490.3930759647,NA,50,45,14724.7155022027,c(-123.173637392077, 49.1228932470967),234.322426238001
"Population",500,"2454",NA,50,45,43039.0342679435,NA,50,45,45027.3468753562,c(-122.937136888594, 49.1850936026473),1988.3126074127
"Population",500,"2455",NA,50,45,136376.19410043,NA,50,45,218347.534460527,c(-123.04304349947, 49.2782565253294),81971.340360097
"Population",500,"2456",NA,50,45,2394.58586953548,NA,50,45,2405.25908323009,c(-122.795476046102, 49.2392453931295),10.6732136946098
"Population",500,"2457",NA,50,45,35391.4645238991,NA,50,45,46923.9043901599,c(-122.700719938783, 49.1260053967312),11532.4398662608
"Population",500,"2458",NA,50,45,176186.910162812,NA,50,45,192669.40815706,c(-123.102068324911, 49.2517956868704),16482.497994248
"Population",500,"2459",NA,50,45,27398.3461127481,NA,50,45,28280.363514738,c(-122.63959365577, 49.1613795699206),882.017401989902
"Population",500,"2460",NA,50,45,46766.0954228071,NA,50,45,55309.9021078422,c(-122.842593649483, 49.2053560686877),8543.8066850351
"Population",500,"2461",NA,50,45,18458.3387799649,NA,50,45,28822.1352420752,c(-122.748723723521, 49.1502002035289),10363.7964621103
"Population",500,"2462",NA,50,45,30158.6920322496,NA,50,45,30794.3716079184,c(-123.059966032404, 49.3308027721403),635.679575668801
"Population",500,"2463",NA,50,45,41355.7143350439,NA,50,45,42216.9992201109,c(-122.866044681156, 49.1348008681945),861.284885066998
"Population",500,"2464",NA,50,45,107733.089807499,NA,50,45,161923.358588075,c(-123.027224455419, 49.2837836885319),54190.268780576
"Population",500,"2465",NA,50,45,156151.05289086,NA,50,45,173681.906560129,c(-123.15011950929, 49.2739950052217),17530.853669269
"Population",500,"2466",NA,50,45,15729.9225781826,NA,50,45,16193.9767349355,c(-122.786556133674, 49.2318686542169),464.0541567529
"Population",500,"2467",NA,50,45,90730.435396635,NA,50,45,105281.828937528,c(-122.855717465902, 49.1954172889018),14551.393540893
"Population",500,"2468",NA,50,45,22453.334587248,NA,50,45,23949.6971853254,c(-122.806972161617, 49.1138566732344),1496.3625980774
"Population",500,"2469",NA,50,45,156543.882841343,NA,50,45,192783.13499428,c(-123.150312422537, 49.2586204624747),36239.252152937
"Population",500,"2470",NA,50,45,32782.5170274045,NA,50,45,42684.381374582,c(-122.655974743056, 49.0985451382042),9901.8643471775
"Population",500,"2471",NA,50,45,0,NA,50,45,0,c(-122.208319198125, 49.0060132686615),0
"Population",500,"2472",NA,50,45,115505.142330169,NA,50,45,130291.079757537,c(-122.973413417911, 49.2176272667183),14785.937427368
"Population",500,"2473",NA,50,45,53834.5079068252,NA,50,45,77244.0645032103,c(-122.801778408092, 49.1527507619839),23409.5565963851
"Population",500,"2474",NA,50,45,19766.0632606007,NA,50,45,19817.6565989175,c(-122.877973232677, 49.1145506160264),51.5933383168012
"Population",500,"2475",NA,50,45,0,NA,50,45,0,c(-122.365624792859, 49.1167188791913),0
"Population",500,"2476",NA,50,45,45243.8381187007,NA,50,45,48831.600409049,c(-122.88004134065, 49.1756890776416),3587.7622903483
"Population",500,"2477",NA,50,45,41397.802463791,NA,50,45,41670.7430528413,c(-123.065958310598, 49.3130467425873),272.940589050304
"Population",500,"2478",NA,50,45,15686.8906353594,NA,50,45,16883.1364479114,c(-122.607000709676, 49.0955800874585),1196.245812552
"Population",500,"2479",NA,50,45,101542.597237646,NA,50,45,112212.019929299,c(-122.840467189395, 49.1914970091547),10669.422691653
"Population",500,"2480",NA,50,45,252034.016367862,NA,50,45,273543.885298521,c(-123.113617787679, 49.2675583837034),21509.868930659
"Population",500,"2481",NA,50,45,54921.3995097819,NA,50,45,58779.9044708994,c(-122.811804544947, 49.1841782304017),3858.5049611175
"Population",500,"2482",NA,50,45,78531.7679859767,NA,50,45,82325.4707636462,c(-123.044741596915, 49.2070110188355),3793.7027776695
"Population",500,"2483",NA,50,45,60940.3604702822,NA,50,45,70685.7168865108,c(-122.92593210337, 49.1649481572318),9745.3564162286
"Population",500,"2484",NA,50,45,92217.2367038705,NA,50,45,97064.3896496666,c(-123.123066731073, 49.1677390444717),4847.1529457961
"Population",500,"2485",NA,50,45,45570.5787825614,NA,50,45,47386.1559092919,c(-123.120521410196, 49.1621117366827),1815.5771267305
"Population",500,"2486",NA,50,45,157303.151353454,NA,50,45,188417.338074569,c(-123.171364466957, 49.258301211281),31114.186721115
"Population",500,"2487",NA,50,45,48721.5052442616,NA,50,45,50780.1595741484,c(-123.038735803717, 49.336256586758),2058.6543298868
"Population",500,"2488",NA,50,45,31526.7483105384,NA,50,45,34006.6865480792,c(-122.784451315818, 49.2832382075706),2479.93823754079
"Population",500,"2489",NA,50,45,196249.743188468,NA,50,45,238801.203761727,c(-123.127216850265, 49.260880187121),42551.460573259
"Population",500,"2490",NA,50,45,266354.952594772,NA,50,45,279677.407726754,c(-123.108995525969, 49.2784427896645),13322.455131982
"Population",500,"2491",NA,50,45,16705.7253536392,NA,50,45,17613.8931218573,c(-122.784934275366, 49.3122803264932),908.1677682181
"Population",500,"2492",NA,50,45,162228.052643996,NA,50,45,225375.003819502,c(-123.18413712574, 49.2644917536375),63146.951175506
"Population",500,"2493",NA,50,45,7185.54416006221,NA,50,45,7219.66127695392,c(-122.633177398217, 49.149867558932),34.1171168917099
"Population",500,"2494",NA,50,45,134997.764632712,NA,50,45,204092.426946713,c(-123.009005269312, 49.2803874764845),69094.662314001
"Population",500,"2495",NA,50,45,99510.2881802317,NA,50,45,111072.415814254,c(-122.894841019473, 49.2300279556898),11562.1276340223
"Population",500,"2496",NA,50,45,189143.094722491,NA,50,45,195044.043451853,c(-123.066834984666, 49.2253354845646),5900.94872936202
"Population",500,"2497",NA,50,45,144912.335962986,NA,50,45,162160.09961345,c(-122.956800789481, 49.2173126550987),17247.763650464
"Population",500,"2498",NA,50,45,168415.771953963,NA,50,45,178266.983961757,c(-123.098316418142, 49.2395146202733),9851.21200779401
"Population",500,"2499",NA,50,45,208215.364317007,NA,50,45,223057.210318644,c(-122.907055766256, 49.205305550781),14841.846001637
"Population",500,"2500",NA,50,45,36764.9984198973,NA,50,45,37419.051600459,c(-122.882522158522, 49.1369059424601),654.053180561699
"Population",500,"2501",NA,50,45,44890.4545478545,NA,50,45,48297.3097529041,c(-122.82990408126, 49.1345375422385),3406.8552050496
"Population",500,"2502",NA,50,45,252422.340118212,NA,50,45,279802.159584623,c(-123.066974423495, 49.2641938142145),27379.819466411
"Population",500,"2503",NA,50,45,42501.9184851319,NA,50,45,43577.8996772419,c(-122.856682057283, 49.144984531348),1075.98119211
"Population",500,"2504",NA,50,45,484.836238101662,NA,50,45,484.836238101662,c(-122.754608377012, 49.0031720130621),0
"Population",500,"2505",NA,50,45,40631.6806271767,NA,50,45,44540.8074727132,c(-122.862919564259, 49.2555900446277),3909.1268455365
"Population",500,"2506",NA,50,45,34435.2059044409,NA,50,45,35695.7192896032,c(-123.17993989697, 49.1343961470983),1260.5133851623
"Population",500,"2507",NA,50,45,47749.2794566818,NA,50,45,49648.782370855,c(-123.067433259947, 49.3111613717081),1899.5029141732
"Population",500,"2508",NA,50,45,0,NA,50,45,0,c(-122.237569964056, 49.0367471036716),0
"Population",500,"2509",NA,50,45,83912.9123054826,NA,50,45,88668.6609671646,c(-123.123968716106, 49.1800824659131),4755.748661682
"Population",500,"2510",NA,50,45,0,NA,50,45,0,c(-122.61837409552, 49.1416567009714),0
"Population",500,"2511",NA,50,45,1312.6611569231,NA,50,45,1312.78558163723,c(-123.12310155175, 49.3443986117116),0.1244247141301
"Population",500,"2512",NA,50,45,150243.865929957,NA,50,45,186650.773881738,c(-122.999399521018, 49.268304593203),36406.907951781
"Population",500,"2513",NA,50,45,37218.5029373444,NA,50,45,43685.9426228324,c(-122.809657275047, 49.1327469209519),6467.439685488
"Population",500,"2514",NA,50,45,208055.382277247,NA,50,45,246318.961360697,c(-123.102525110114, 49.2835483054463),38263.57908345
"Population",500,"2515",NA,50,45,27570.2901689567,NA,50,45,36771.9962602737,c(-122.665996084048, 49.099940638422),9201.706091317
"Population",500,"2516",NA,50,45,87848.5959657238,NA,50,45,92930.9766843202,c(-122.992261831655, 49.2101067697637),5082.3807185964
"Population",500,"2517",NA,50,45,19860.0296569778,NA,50,45,20521.8573536609,c(-122.798783018567, 49.0617612175884),661.8276966831
"Population",500,"2518",NA,50,45,243720.290691767,NA,50,45,278822.384458023,c(-123.116933736222, 49.2641982066079),35102.093766256
"Population",500,"2519",NA,50,45,23786.7692277379,NA,50,45,24712.8706853794,c(-122.839440681364, 49.2424236905726),926.1014576415
"Population",500,"2520",NA,50,45,226892.26892572,NA,50,45,244501.469807899,c(-123.119072207648, 49.277365834747),17609.200882179
"Population",500,"2521",NA,50,45,3940.57259505737,NA,50,45,3940.57259505737,c(-122.86102328231, 49.0248548244555),0
"Population",500,"2522",NA,50,45,164962.42248203,NA,50,45,176706.988680505,c(-123.123242665773, 49.2301910556572),11744.566198475
"Population",500,"2523",NA,50,45,162887.779845403,NA,50,45,171174.197663279,c(-123.15931344056, 49.2487160520076),8286.41781787598
"Population",500,"2524",NA,50,45,5489.91589698915,NA,50,45,5489.85583872349,c(-122.296397530568, 49.0550796664707),-0.0600582656597908
"Population",500,"2525",NA,50,45,63950.7614397185,NA,50,45,67757.0448297472,c(-123.10407583715, 49.1955197178407),3806.2833900287
"Population",500,"2526",NA,50,45,79091.5203989591,NA,50,45,131397.372776608,c(-122.835348768596, 49.1770720374835),52305.8523776489
"Population",500,"2527",NA,50,45,20898.1001638943,NA,50,45,21453.2951924148,c(-123.113391372935, 49.3421877482103),555.195028520498
