"id","accessibility","network","additional_length","row_name"
"3027",15725.8374637567,"Proposed + poco_ext",0,1033
"2466",15729.9225781826,"Existing Network",0,1057
"4311",15738.4179088509,"Existing Network",0,1058
"3627",15740.0106899858,"Existing Network",0,1059
"2712",15748.5712906616,"Proposed Lines",0,1037
"2712",15748.5712906616,"Proposed + poco_ext",0,1034
"2885",15752.8406122283,"Existing Network",0,1060
"84",15758.0373215865,"Existing Network",0,1061
"4018",15761.4910804954,"Existing Network",0,1062
"694",15766.0964902835,"Proposed + circle",0,1015
"438",15769.9982446668,"Planned Lines",0,1038
"654",15776.3321832031,"Existing Network",0,1063
"438",15784.6886451612,"Proposed Lines",0,1038
"2572",15787.9698465124,"Existing Network",0,1064
"600",15788.1723273433,"Existing Network",0,1065
"438",15800.0266988586,"Proposed + lions_gate",0,1022
"121",15809.1730405527,"Planned Lines",0,1039
"438",15817.1627896252,"Proposed + poco_ext",0,1035
"438",15825.4647018817,"Proposed + circle",0,1016
"3048",15828.0953203788,"Existing Network",0,1066
"4311",15837.7371578784,"Planned Lines",0,1040
"654",15838.6539476389,"Planned Lines",0,1041
"654",15840.2616816643,"Proposed Lines",0,1039
"654",15840.2616816643,"Proposed + poco_ext",0,1036
"274",15840.7506710237,"Existing Network",0,1067
"274",15840.7506710237,"Planned Lines",0,1042
"654",15842.3257735155,"Proposed + lions_gate",0,1023
"654",15847.962198093,"Proposed + circle",0,1017
"274",15848.5252269009,"Proposed Lines",0,1040
"274",15848.5252269009,"Proposed + lions_gate",0,1024
"2885",15852.1598612558,"Planned Lines",0,1043
"274",15857.8804144168,"Proposed + circle",0,1018
"4018",15860.8103295229,"Planned Lines",0,1044
"3102",15862.3096262698,"Existing Network",0,1068
"4071",15865.4240228112,"Existing Network",0,1069
"2466",15866.4333977736,"Planned Lines",0,1045
"4311",15875.8133889688,"Proposed + poco_ext",0,1037
"4311",15875.8133889688,"Proposed Lines",0,1041
"2664",15888.2497748667,"Existing Network",0,1070
"2885",15890.2360923462,"Proposed + poco_ext",0,1038
"2885",15890.2360923462,"Proposed Lines",0,1042
"569",15894.8769197722,"Existing Network",0,1071
"569",15894.8769197722,"Planned Lines",0,1046
"4018",15898.8865606133,"Proposed Lines",0,1043
"4018",15898.8865606133,"Proposed + poco_ext",0,1039
"569",15902.6096031086,"Proposed Lines",0,1044
"569",15902.6096031086,"Proposed + lions_gate",0,1025
"3564",15909.3082610666,"Proposed + circle",0,1019
"569",15911.9647906245,"Proposed + circle",0,1020
"242",15914.2485392121,"Existing Network",0,1072
"219",15921.8160631299,"Existing Network",0,1073
"84",15923.6375021709,"Planned Lines",0,1047
"3048",15927.4145694063,"Planned Lines",0,1048
"3048",15965.4908004967,"Proposed Lines",0,1045
"3048",15965.4908004967,"Proposed + poco_ext",0,1040
"84",15977.3431585855,"Proposed Lines",0,1046
"84",15977.3431585855,"Proposed + poco_ext",0,1041
"109",15986.1146808977,"Existing Network",0,1074
"2664",15987.5690238942,"Planned Lines",0,1049
"121",15990.3680087018,"Proposed Lines",0,1047
"121",15994.6970171333,"Proposed + lions_gate",0,1026
"121",16016.930114965,"Proposed + circle",0,1021
"1504",16019.1453667585,"Proposed + poco_ext",0,1042
"2664",16025.6452549846,"Proposed + poco_ext",0,1043
"2664",16025.6452549846,"Proposed Lines",0,1048
"2592",16035.8906904052,"Existing Network",0,1075
"109",16046.5756744991,"Planned Lines",0,1050
"109",16046.8141253976,"Proposed Lines",0,1049
"109",16046.8141253976,"Proposed + poco_ext",0,1044
"109",16048.6332280581,"Proposed + lions_gate",0,1027
"109",16053.2270111703,"Proposed + circle",0,1022
"2237",16075.8417493498,"Existing Network",0,1076
"2237",16078.1403713336,"Planned Lines",0,1051
"2237",16085.8928803934,"Proposed Lines",0,1050
"2237",16085.8928803934,"Proposed + lions_gate",0,1028
"3464",16088.3390106661,"Existing Network",0,1077
"980",16090.9800949948,"Existing Network",0,1078
"2592",16091.5777588329,"Planned Lines",0,1052
"2592",16092.1867594107,"Proposed + poco_ext",0,1045
"2592",16092.1867594107,"Proposed Lines",0,1051
"2592",16094.2419875854,"Proposed + lions_gate",0,1029
"2237",16095.2480679092,"Proposed + circle",0,1023
"2592",16100.9431269604,"Proposed + circle",0,1024
"569",16109.2972751168,"Proposed + poco_ext",0,1046
"1530",16131.7037294098,"Existing Network",0,1079
"2846",16134.808653869,"Existing Network",0,1080
"1615",16136.6388300585,"Existing Network",0,1081
"8",16150.3496011653,"Proposed + circle",0,1025
"3252",16167.2429728181,"Planned Lines",0,1053
"895",16168.0088071647,"Existing Network",0,1082
"3004",16168.4326760149,"Existing Network",0,1083
"2953",16176.9856671254,"Existing Network",0,1084
"2466",16180.1255206122,"Proposed Lines",0,1052
"3252",16182.6455449296,"Proposed + poco_ext",0,1047
"3252",16182.6455449296,"Proposed Lines",0,1053
"4671",16189.7516340279,"Proposed + lions_gate",0,1030
"1425",16190.3004137409,"Existing Network",0,1085
"1425",16190.3004137409,"Planned Lines",0,1054
"1346",16191.4514412536,"Existing Network",0,1086
"1346",16191.4514412536,"Planned Lines",0,1055
"2466",16195.2878975679,"Proposed + lions_gate",0,1031
"3252",16195.7637269791,"Proposed + circle",0,1026
"4386",16196.180815569,"Existing Network",0,1087
"1425",16198.093926709,"Proposed Lines",0,1054
"1425",16198.093926709,"Proposed + lions_gate",0,1032
"3252",16198.3943927336,"Proposed + lions_gate",0,1033
"1346",16199.18412459,"Proposed Lines",0,1055
"1346",16199.18412459,"Proposed + lions_gate",0,1034
"1425",16207.4491142248,"Proposed + circle",0,1027
"1346",16208.5393121059,"Proposed + circle",0,1028
"4374",16211.315335608,"Existing Network",0,1088
"2466",16211.6685555674,"Proposed + circle",0,1029
"775",16213.3923451294,"Existing Network",0,1089
"600",16214.6079373848,"Proposed Lines",0,1056
"794",16230.8185222088,"Existing Network",0,1090
"2846",16234.1279028965,"Planned Lines",0,1056
"600",16236.5211931595,"Proposed + circle",0,1030
"1686",16236.9621045305,"Existing Network",0,1091
"600",16241.9852389648,"Proposed + poco_ext",0,1048
"288",16244.6891785032,"Existing Network",0,1092
"600",16246.3367423272,"Proposed + lions_gate",0,1035
"1170",16251.1665671805,"Proposed + poco_ext",0,1049
"3643",16259.9441686836,"Existing Network",0,1093
"2846",16272.2041339869,"Proposed + poco_ext",0,1050
"2846",16272.2041339869,"Proposed Lines",0,1057
"2741",16288.0162134143,"Existing Network",0,1094
"2583",16298.4673172798,"Existing Network",0,1095
"4374",16302.2316552533,"Planned Lines",0,1057
"3039",16307.0433304763,"Existing Network",0,1096
"775",16312.7115941569,"Planned Lines",0,1058
"4267",16317.3062838561,"Existing Network",0,1097
"1270",16325.5473366066,"Proposed Lines",0,1058
"794",16330.1377712363,"Planned Lines",0,1059
"1270",16331.7704619241,"Proposed + lions_gate",0,1036
"3643",16333.9900893377,"Planned Lines",0,1060
"600",16334.8656944127,"Planned Lines",0,1061
"1686",16336.281353558,"Planned Lines",0,1062
"3643",16337.6690730701,"Proposed Lines",0,1059
"3643",16337.6690730701,"Proposed + poco_ext",0,1051
"807",16342.7322628065,"Existing Network",0,1098
"2138",16342.7626525618,"Existing Network",0,1099
"3643",16344.0859443867,"Proposed + lions_gate",0,1037
"2741",16344.6361887651,"Planned Lines",0,1063
"2741",16346.078428271,"Proposed + poco_ext",0,1052
"2741",16346.078428271,"Proposed Lines",0,1060
"2741",16348.1336564457,"Proposed + lions_gate",0,1038
"775",16350.7878252473,"Proposed Lines",0,1061
"775",16350.7878252473,"Proposed + poco_ext",0,1053
"3643",16353.6369444456,"Proposed + circle",0,1031
"2741",16354.8347958207,"Proposed + circle",0,1032
"794",16368.2140023267,"Proposed + poco_ext",0,1054
"794",16368.2140023267,"Proposed Lines",0,1062
"1686",16374.3575846484,"Proposed Lines",0,1063
"1686",16374.3575846484,"Proposed + poco_ext",0,1055
"1270",16384.324168428,"Proposed + poco_ext",0,1056
"2583",16389.5989507542,"Planned Lines",0,1064
"102",16391.2071567486,"Existing Network",0,1100
"1348",16396.2628313425,"Planned Lines",0,1065
"4533",16397.5633616106,"Planned Lines",0,1066
"1348",16399.5200514718,"Proposed Lines",0,1064
"1348",16399.5200514718,"Proposed + poco_ext",0,1057
"4533",16400.8205817399,"Proposed + poco_ext",0,1058
"4533",16400.8205817399,"Proposed Lines",0,1065
"1348",16403.6903308289,"Proposed + lions_gate",0,1039
"2669",16404.267185944,"Proposed Lines",0,1066
"1348",16404.8438120452,"Proposed + circle",0,1033
"4533",16404.990861097,"Proposed + lions_gate",0,1040
"2138",16405.0333982893,"Planned Lines",0,1067
"4533",16406.1443423133,"Proposed + circle",0,1034
"2138",16406.6241933254,"Proposed Lines",0,1067
"2138",16406.6241933254,"Proposed + poco_ext",0,1059
"2138",16408.6882851766,"Proposed + lions_gate",0,1041
"2669",16410.4903112615,"Proposed + lions_gate",0,1042
"2138",16414.3247097541,"Proposed + circle",0,1035
"2583",16420.0123893324,"Proposed Lines",0,1068
"2583",16420.5459322194,"Proposed + circle",0,1036
"2583",16420.7973234413,"Proposed + lions_gate",0,1043
"1346",16424.8118486688,"Proposed + poco_ext",0,1060
"3464",16426.7433094962,"Proposed Lines",0,1069
"3464",16426.7433094962,"Proposed + circle",0,1037
"3464",16427.3637225057,"Proposed + lions_gate",0,1044
"2583",16433.0350507657,"Proposed + poco_ext",0,1061
"3014",16433.4278893705,"Existing Network",0,1101
"3464",16442.5730918701,"Proposed + poco_ext",0,1062
"2849",16450.3025414098,"Existing Network",0,1102
"1655",16454.3511227015,"Proposed + lions_gate",0,1045
"3838",16460.1390016889,"Existing Network",0,1103
"2669",16463.0440177654,"Proposed + poco_ext",0,1063
"1443",16463.3707966218,"Existing Network",0,1104
"274",16467.6558724774,"Proposed + poco_ext",0,1064
"3133",16474.5301781716,"Proposed + lions_gate",0,1046
"1844",16493.9686165753,"Existing Network",0,1105
"3464",16496.8337956026,"Planned Lines",0,1068
"3838",16500.0706277934,"Planned Lines",0,1069
"1443",16501.6428644666,"Planned Lines",0,1070
"1443",16503.2065479985,"Proposed Lines",0,1070
"1443",16503.2065479985,"Proposed + poco_ext",0,1065
"1443",16504.4440149573,"Proposed + lions_gate",0,1047
"1443",16507.8584023584,"Proposed + circle",0,1038
"242",16508.7162282064,"Proposed Lines",0,1071
"3970",16509.7865804659,"Existing Network",0,1106
"505",16512.7480412128,"Existing Network",0,1107
"1270",16514.343372923,"Proposed + circle",0,1039
"1306",16520.4814378857,"Existing Network",0,1108
"242",16531.9731778083,"Proposed + circle",0,1040
"242",16536.489447811,"Proposed + poco_ext",0,1066
"980",16540.2139854919,"Proposed Lines",0,1072
"242",16541.8585935177,"Proposed + lions_gate",0,1048
"3102",16546.9758144202,"Planned Lines",0,1071
"3102",16553.3892413559,"Proposed Lines",0,1073
"4374",16554.5733725354,"Proposed Lines",0,1074
"3039",16554.7542284388,"Proposed + poco_ext",0,1067
"3039",16554.7542284388,"Proposed Lines",0,1075
"4661",16555.2289494954,"Existing Network",0,1109
"3039",16555.7540860703,"Planned Lines",0,1072
"980",16556.0786196118,"Proposed + lions_gate",0,1049
"4138",16556.7951652672,"Existing Network",0,1110
"3039",16558.8521315776,"Proposed + lions_gate",0,1050
"3039",16559.0061500216,"Proposed + circle",0,1041
"4374",16566.9242109574,"Proposed + lions_gate",0,1051
"3102",16567.4357309606,"Proposed + circle",0,1042
"3102",16569.0941622197,"Proposed + lions_gate",0,1052
"4374",16579.7107271898,"Proposed + circle",0,1043
"1270",16581.9485042021,"Planned Lines",0,1073
"3015",16582.1476421756,"Existing Network",0,1111
"3102",16582.866918111,"Proposed + poco_ext",0,1068
"3649",16584.8024774391,"Planned Lines",0,1074
"3649",16589.341193218,"Proposed + poco_ext",0,1069
"3649",16589.341193218,"Proposed Lines",0,1076
"3649",16592.0659538267,"Proposed + lions_gate",0,1053
"3838",16592.5293599633,"Proposed Lines",0,1077
"3838",16592.5293599633,"Proposed + lions_gate",0,1054
"2669",16593.0632222604,"Proposed + circle",0,1044
"3649",16593.5931148008,"Proposed + circle",0,1045
"807",16596.2781202344,"Planned Lines",0,1075
"3838",16601.6561942429,"Proposed + circle",0,1046
"242",16604.685006104,"Planned Lines",0,1076
"2667",16608.9014693793,"Existing Network",0,1112
"1259",16619.6035388006,"Existing Network",0,1113
"980",16628.8305274445,"Proposed + poco_ext",0,1070
"4178",16636.4745297785,"Existing Network",0,1114
"2871",16638.4485144606,"Existing Network",0,1115
"4138",16641.388313875,"Planned Lines",0,1077
"3471",16642.9810965471,"Existing Network",0,1116
"3015",16644.418387903,"Planned Lines",0,1078
"980",16644.5274628034,"Proposed + circle",0,1047
"3015",16646.0091829392,"Proposed + poco_ext",0,1071
"3015",16646.0091829392,"Proposed Lines",0,1078
"4138",16647.0837512617,"Proposed Lines",0,1079
"4138",16647.0837512617,"Proposed + poco_ext",0,1072
"3015",16648.0732747903,"Proposed + lions_gate",0,1055
"5",16649.1073736915,"Existing Network",0,1117
"3014",16649.4598697745,"Planned Lines",0,1079
"3015",16653.7096993679,"Proposed + circle",0,1048
"2849",16664.3600390205,"Planned Lines",0,1080
"1464",16671.5044290523,"Existing Network",0,1118
"2669",16684.9799713863,"Planned Lines",0,1081
"2610",16685.8551720076,"Existing Network",0,1119
"4466",16692.8520697381,"Proposed + lions_gate",0,1056
"2237",16705.0235259698,"Proposed + poco_ext",0,1073
"2491",16705.7253536392,"Existing Network",0,1120
"3014",16707.3008328972,"Proposed Lines",0,1080
"3014",16707.3008328972,"Proposed + poco_ext",0,1074
"2849",16708.507304278,"Proposed + poco_ext",0,1075
"2849",16708.507304278,"Proposed Lines",0,1081
"1844",16710.0005969793,"Planned Lines",0,1082
"2295",16710.073463568,"Planned Lines",0,1083
"2295",16714.6121793469,"Proposed Lines",0,1082
"2295",16714.6121793469,"Proposed + poco_ext",0,1076
"2295",16717.3369399556,"Proposed + lions_gate",0,1057
"2295",16718.8641009298,"Proposed + circle",0,1049
"807",16719.0836158791,"Proposed Lines",0,1083
"4163",16725.4487393415,"Existing Network",0,1121
"807",16726.6427717129,"Proposed + lions_gate",0,1058
"1105",16729.8154254251,"Existing Network",0,1122
"4336",16730.4599376943,"Planned Lines",0,1084
"2294",16733.8006680328,"Existing Network",0,1123
"3650",16734.5008031197,"Proposed + circle",0,1050
"4336",16734.9986534733,"Proposed + poco_ext",0,1077
"4336",16734.9986534733,"Proposed Lines",0,1084
"1782",16736.9397019034,"Existing Network",0,1124
"4336",16737.7234140819,"Proposed + lions_gate",0,1059
"2871",16737.7677634881,"Planned Lines",0,1085
"4336",16739.2505750561,"Proposed + circle",0,1051
"2849",16756.6133619964,"Proposed + lions_gate",0,1060
"3014",16759.4324500218,"Proposed + lions_gate",0,1061
"1844",16767.8415601021,"Proposed + poco_ext",0,1078
"1844",16767.8415601021,"Proposed Lines",0,1085
"3479",16770.9590222935,"Planned Lines",0,1086
"980",16775.2524975699,"Planned Lines",0,1087
"3479",16775.4977380724,"Proposed + poco_ext",0,1079
"3479",16775.4977380724,"Proposed Lines",0,1086
"2871",16775.8439945786,"Proposed + poco_ext",0,1080
"2871",16775.8439945786,"Proposed Lines",0,1087
"505",16777.2936951815,"Planned Lines",0,1088
"3479",16778.222498681,"Proposed + lions_gate",0,1062
"3479",16779.7496596552,"Proposed + circle",0,1052
"2610",16785.1744210351,"Planned Lines",0,1089
"3392",16788.002435522,"Existing Network",0,1125
"4661",16796.4986971026,"Planned Lines",0,1090
"1425",16817.2245722854,"Proposed + poco_ext",0,1081
"1844",16819.9731772267,"Proposed + lions_gate",0,1063
"2610",16823.2506521255,"Proposed Lines",0,1088
"2610",16823.2506521255,"Proposed + poco_ext",0,1082
"4661",16825.7905616071,"Proposed Lines",0,1089
"505",16829.6814865835,"Proposed + poco_ext",0,1083
"505",16829.6814865835,"Proposed Lines",0,1090
"4661",16831.8362663534,"Proposed + lions_gate",0,1064
"1042",16832.067860228,"Planned Lines",0,1091
"1168",16832.9815091246,"Existing Network",0,1126
"1042",16836.6065760069,"Proposed Lines",0,1091
"1042",16836.6065760069,"Proposed + poco_ext",0,1084
"1042",16839.3313366156,"Proposed + lions_gate",0,1065
"1042",16840.8584975898,"Proposed + circle",0,1053
"3392",16848.6653294233,"Planned Lines",0,1092
"3392",16851.6392522496,"Proposed Lines",0,1092
"3392",16851.6392522496,"Proposed + poco_ext",0,1085
"1464",16852.1193839644,"Planned Lines",0,1093
"3392",16853.7033441008,"Proposed + lions_gate",0,1066
"3392",16859.3397686783,"Proposed + circle",0,1054
"4178",16860.9464548026,"Proposed Lines",0,1093
"4178",16860.9464548026,"Proposed + poco_ext",0,1086
"3884",16862.7867968897,"Planned Lines",0,1094
"3884",16867.3255126686,"Proposed Lines",0,1094
"3884",16867.3255126686,"Proposed + poco_ext",0,1087
"3884",16870.0502732773,"Proposed + lions_gate",0,1067
"4380",16870.7946794508,"Existing Network",0,1127
"4344",16870.9205482059,"Proposed + circle",0,1055
"3884",16871.5774342515,"Proposed + circle",0,1056
"2478",16878.4232686672,"Planned Lines",0,1095
"2478",16882.9619844461,"Proposed Lines",0,1095
"2478",16882.9619844461,"Proposed + poco_ext",0,1088
"2478",16885.6867450548,"Proposed + lions_gate",0,1068
"2849",16885.8839753131,"Proposed + circle",0,1057
"2478",16887.213906029,"Proposed + circle",0,1058
"3386",16887.4838802687,"Existing Network",0,1128
"505",16891.1776209789,"Proposed + lions_gate",0,1069
"4230",16894.3467352127,"Proposed Lines",0,1096
"4178",16894.659883013,"Proposed + lions_gate",0,1070
"4230",16894.9121127664,"Proposed + poco_ext",0,1089
"4178",16900.8669087483,"Planned Lines",0,1096
"4230",16910.1134343804,"Planned Lines",0,1097
"4304",16910.9944948828,"Existing Network",0,1129
"3471",16911.3555774829,"Planned Lines",0,1098
"4230",16930.7782843822,"Proposed + lions_gate",0,1071
"1168",16932.8994618509,"Proposed Lines",0,1097
"807",16934.2484605056,"Proposed + circle",0,1059
"1168",16934.5870032109,"Planned Lines",0,1099
"1168",16935.8908793456,"Proposed + lions_gate",0,1072
"4230",16936.0691450815,"Proposed + circle",0,1060
"1168",16936.6570202351,"Proposed + circle",0,1061
"1530",16939.1037863815,"Proposed Lines",0,1098
"1168",16942.3946786138,"Proposed + poco_ext",0,1090
"1530",16945.3269116991,"Proposed + lions_gate",0,1073
"2340",16947.5865326707,"Existing Network",0,1130
"3386",16948.1467741699,"Planned Lines",0,1100
"3386",16951.1206969962,"Proposed Lines",0,1099
"3386",16951.1206969962,"Proposed + poco_ext",0,1091
"4178",16951.6397504418,"Proposed + circle",0,1062
"3386",16953.1847888474,"Proposed + lions_gate",0,1074
"3386",16958.821213425,"Proposed + circle",0,1063
"3627",16959.0561147463,"Planned Lines",0,1101
"3471",16964.6181317104,"Proposed + poco_ext",0,1092
"3471",16964.6181317104,"Proposed Lines",0,1100
"2572",16966.4963399468,"Planned Lines",0,1102
"4380",16970.1139284783,"Planned Lines",0,1103
"1464",16970.497233477,"Proposed Lines",0,1101
"2572",16971.0350557257,"Proposed Lines",0,1102
"2572",16971.0350557257,"Proposed + poco_ext",0,1093
"1464",16971.2170607453,"Proposed + poco_ext",0,1094
"4304",16971.6573887841,"Planned Lines",0,1104
"1929",16973.600020581,"Existing Network",0,1131
"2572",16973.7598163344,"Proposed + lions_gate",0,1075
"4304",16974.7567704627,"Proposed + poco_ext",0,1095
"4304",16974.7567704627,"Proposed Lines",0,1103
"2572",16975.2869773086,"Proposed + circle",0,1064
"4661",16976.5758609735,"Proposed + poco_ext",0,1096
"4304",16976.8208623138,"Proposed + lions_gate",0,1076
"3014",16980.3304025132,"Proposed + circle",0,1065
"4304",16982.4572868914,"Proposed + circle",0,1066
"4610",16984.0365432194,"Existing Network",0,1132
"3564",16990.8704489074,"Proposed + lions_gate",0,1077
"1059",16995.85351535,"Existing Network",0,1133
"1530",16997.8806182029,"Proposed + poco_ext",0,1097
"2340",17006.5016307987,"Planned Lines",0,1105
"4380",17008.1901595687,"Proposed Lines",0,1104
"4380",17008.1901595687,"Proposed + poco_ext",0,1098
"2340",17008.5469882091,"Proposed + poco_ext",0,1099
"2340",17008.5469882091,"Proposed Lines",0,1105
"2340",17010.6110800602,"Proposed + lions_gate",0,1078
"4661",17013.8148290378,"Proposed + circle",0,1067
"1073",17016.1495933631,"Existing Network",0,1134
"2340",17016.2475046378,"Proposed + circle",0,1068
"807",17017.4038477414,"Proposed + poco_ext",0,1100
"505",17018.602707429,"Proposed + circle",0,1069
"288",17021.6960860332,"Planned Lines",0,1106
"1857",17022.0257519913,"Existing Network",0,1135
"3650",17025.2785212689,"Proposed + lions_gate",0,1079
"3471",17026.1234304373,"Proposed + lions_gate",0,1080
"4071",17032.4778804247,"Planned Lines",0,1107
"288",17034.879956006,"Proposed Lines",0,1106
"288",17034.879956006,"Proposed + poco_ext",0,1101
"288",17037.6047166147,"Proposed + lions_gate",0,1081
"288",17039.1318775889,"Proposed + circle",0,1070
"1844",17040.8711297181,"Proposed + circle",0,1071
"4071",17051.7818419514,"Proposed + poco_ext",0,1102
"4071",17051.7818419514,"Proposed Lines",0,1107
"4063",17054.8935305693,"Proposed + circle",0,1072
"4071",17066.0661611975,"Proposed + circle",0,1073
"4071",17067.9490286844,"Proposed + lions_gate",0,1082
"2540",17069.7560109092,"Existing Network",0,1136
"2723",17075.1232356258,"Proposed + circle",0,1074
"4714",17091.7527357363,"Existing Network",0,1137
"1530",17095.5377638683,"Planned Lines",0,1108
"1929",17099.2657951026,"Planned Lines",0,1109
"2667",17106.8705616365,"Proposed Lines",0,1108
"2667",17106.8705616365,"Proposed + poco_ext",0,1103
"219",17113.3486964377,"Planned Lines",0,1110
"219",17117.8874122166,"Proposed Lines",0,1109
"219",17117.8874122166,"Proposed + poco_ext",0,1104
"2667",17119.0671885003,"Proposed + lions_gate",0,1083
"219",17120.6121728253,"Proposed + lions_gate",0,1084
"219",17122.1393337995,"Proposed + circle",0,1075
"1530",17127.8998226979,"Proposed + circle",0,1076
"2667",17132.3189105901,"Proposed + circle",0,1077
"4610",17150.3769286873,"Planned Lines",0,1111
"4714",17152.4156296376,"Planned Lines",0,1112
"3471",17155.3348977191,"Proposed + circle",0,1078
"4714",17155.3895524639,"Proposed Lines",0,1110
"4714",17155.3895524639,"Proposed + poco_ext",0,1105
"4714",17157.4536443151,"Proposed + lions_gate",0,1085
"4544",17157.751659999,"Existing Network",0,1138
"4714",17163.0900688926,"Proposed + circle",0,1079
"2538",17173.6644281907,"Existing Network",0,1139
"3627",17181.0398143133,"Proposed Lines",0,1111
"1927",17181.2790951093,"Proposed + poco_ext",0,1106
"4649",17184.5967677437,"Existing Network",0,1140
"4358",17184.6018714591,"Proposed + circle",0,1080
"3627",17195.8169516511,"Proposed + poco_ext",0,1107
"1031",17200.4929872487,"Existing Network",0,1141
"2127",17204.8093547018,"Existing Network",0,1142
"1560",17205.9771041172,"Existing Network",0,1143
"4278",17212.1083186944,"Proposed + circle",0,1081
"3627",17215.2207715806,"Proposed + lions_gate",0,1086
"2668",17219.7930776424,"Existing Network",0,1144
"2538",17220.0331465863,"Planned Lines",0,1113
"2466",17221.7554670497,"Proposed + poco_ext",0,1108
"4166",17227.8854700496,"Existing Network",0,1145
"4163",17234.0489860195,"Planned Lines",0,1114
"2294",17242.4009147108,"Planned Lines",0,1115
"4035",17243.2230732889,"Proposed + circle",0,1082
"2127",17263.7244528298,"Planned Lines",0,1116
"2127",17265.6443513879,"Proposed + poco_ext",0,1109
"2127",17265.6443513879,"Proposed Lines",0,1112
"2127",17267.708443239,"Proposed + lions_gate",0,1087
"2127",17273.3448678166,"Proposed + circle",0,1083
"895",17285.6886784211,"Planned Lines",0,1117
"472",17287.0115277371,"Proposed + circle",0,1084
"1210",17291.1340878111,"Existing Network",0,1146
"1464",17293.2109128332,"Proposed + lions_gate",0,1088
"2667",17296.8056753066,"Planned Lines",0,1118
"1105",17296.8432055879,"Planned Lines",0,1119
"3627",17306.8866739982,"Proposed + circle",0,1085
"1105",17309.5068591525,"Proposed Lines",0,1113
"190",17309.924324893,"Existing Network",0,1147
"3970",17312.4687508457,"Proposed Lines",0,1114
"1973",17318.5298936241,"Existing Network",0,1148
"1973",17318.5298936241,"Planned Lines",0,1120
"2538",17321.8256467723,"Proposed Lines",0,1115
"2538",17321.8256467723,"Proposed + lions_gate",0,1089
"1105",17323.5533487572,"Proposed + circle",0,1086
"3970",17324.4944133328,"Proposed + lions_gate",0,1090
"1105",17325.6438854069,"Proposed + lions_gate",0,1091
"1973",17326.3044495013,"Proposed Lines",0,1116
"1973",17326.3044495013,"Proposed + lions_gate",0,1092
"1615",17328.1714633664,"Planned Lines",0,1121
"2538",17329.4308936595,"Proposed + circle",0,1087
"1615",17332.7101791453,"Proposed + poco_ext",0,1110
"1615",17332.7101791453,"Proposed Lines",0,1117
"1615",17335.434939754,"Proposed + lions_gate",0,1093
"1973",17335.6596370172,"Proposed + circle",0,1088
"1615",17336.9621007281,"Proposed + circle",0,1089
"1105",17339.0230104524,"Proposed + poco_ext",0,1111
"4163",17343.9098591558,"Proposed Lines",0,1118
"2294",17352.2617878471,"Proposed Lines",0,1119
"4163",17353.3278816298,"Proposed + lions_gate",0,1094
"2294",17361.6798103212,"Proposed + lions_gate",0,1095
"2953",17368.5183004332,"Planned Lines",0,1122
"4649",17370.9454725245,"Planned Lines",0,1123
"2953",17373.0570162121,"Proposed Lines",0,1120
"2953",17373.0570162121,"Proposed + poco_ext",0,1112
"2953",17375.7817768208,"Proposed + lions_gate",0,1096
"2953",17377.308937795,"Proposed + circle",0,1090
"4311",17378.980258948,"Proposed + circle",0,1091
"4386",17387.7134488768,"Planned Lines",0,1124
"4386",17392.2521646557,"Proposed Lines",0,1121
"4386",17392.2521646557,"Proposed + poco_ext",0,1113
"2885",17393.4029623254,"Proposed + circle",0,1092
"4386",17394.9769252644,"Proposed + lions_gate",0,1097
"3970",17395.2087923689,"Planned Lines",0,1125
"4386",17396.5040862386,"Proposed + circle",0,1093
"4018",17402.0534305925,"Proposed + circle",0,1094
"1144",17419.4009025134,"Existing Network",0,1149
"4649",17430.8820784434,"Proposed + poco_ext",0,1114
"4649",17430.8820784434,"Proposed Lines",0,1122
"1929",17432.2284219286,"Proposed Lines",0,1123
"1210",17434.7289838295,"Planned Lines",0,1126
"4636",17437.2788577383,"Existing Network",0,1150
"1929",17444.5580420923,"Proposed + lions_gate",0,1098
"1929",17465.8400787628,"Proposed + circle",0,1095
"4163",17470.4011829199,"Proposed + poco_ext",0,1115
"1144",17478.3160006414,"Planned Lines",0,1127
"2294",17478.7531116112,"Proposed + poco_ext",0,1116
"1144",17480.3613580518,"Proposed + poco_ext",0,1117
"1144",17480.3613580518,"Proposed Lines",0,1124
"1144",17482.4254499029,"Proposed + lions_gate",0,1099
"3048",17486.1957520694,"Proposed + circle",0,1096
"895",17486.4905885521,"Proposed Lines",0,1125
"1144",17488.0618744805,"Proposed + circle",0,1097
"2712",17490.8295411256,"Proposed + circle",0,1098
"3970",17496.9829971481,"Proposed + poco_ext",0,1118
"682",17500.5667455968,"Proposed + lions_gate",0,1100
"895",17501.4321799728,"Proposed + poco_ext",0,1119
"1194",17503.0553276776,"Existing Network",0,1151
"4610",17512.4488823933,"Proposed Lines",0,1126
"4041",17512.9486096707,"Proposed + circle",0,1099
"824",17515.7500397839,"Existing Network",0,1152
"3598",17516.5346624609,"Existing Network",0,1153
"895",17517.7805631551,"Proposed + lions_gate",0,1101
"4163",17518.1972838399,"Proposed + circle",0,1100
"3021",17521.141203337,"Existing Network",0,1154
"2876",17526.4365301734,"Existing Network",0,1155
"2294",17526.5492125312,"Proposed + circle",0,1101
"3970",17527.6335954722,"Proposed + circle",0,1102
"2664",17528.8121249638,"Proposed + circle",0,1103
